标题,来源,概要,内容,链接
【图片故事】重返克里米亚,稿源：南方人物周刊  |  作者： 图/Carolyn Drake  文/本刊记者 周琪  日期： 2018-01-03,争夺土地，复兴文化，克里米亚鞑靼人的回归之路何其漫长。,克里米亚Bakhchisaray村，高举克里米亚旗帜的男人。苏联解体后，约有25万克里米亚人自1944年被强制流放后首次回到家乡。克里米亚人是突厥语民族的一支，信奉逊尼派（点击图片查看图集）克里米亚鞑靼人（或称克里米亚人）是突厥语民族的一支，信奉伊斯兰教。他们在克里米亚半岛一度拥有自己的汗国（1441-1783），他们的祖先早在几个世纪前就和其他非俄罗斯民族一起定居在了那里。鼎盛时期的克里米亚汗国既是伊斯兰文明的集大成者，也是东欧版图上一股不容忽视的政治力量，既是奥斯曼帝国贩奴活动的中间人，也是乌克兰和俄国忌惮的恶邻居——克里米亚人的主要生计靠的是抢夺别国。18世纪，在一次次血腥的战争后，沙俄帝国终于将克里米亚半岛纳入自己的版图，但克里米亚鞑靼人时刻想着摆脱俄国的控制。二战中，德国人入侵克里米亚半岛后，当地居民纷纷参加欢迎德军的活动。二战结束后，他们被斯大林贴上“纳粹同党”的标签，匆匆赶上装牲口的火车，几天后抵达位于乌兹别克斯坦的特殊定居点。这场集体流放的真实动因是，斯大林担心好战的克里米亚人会和自己争夺黑海港口的控制权。流放导致克里米亚人口在短短一年里减少了一半，几代人的命运就此改变，仇恨开始发酵。1968年，苏联出于自我宣传的需要，曾准许300户家庭离开定居点。至于大规模的回迁，则要等到1991年苏联解体后，彼时克里米亚成为乌克兰境内唯一的自治共和国。重返故土的克里米亚人失望地发现，属于他们的文明尽毁，俄罗斯族人成了半岛的新主人。即使回迁人数超过了27万，政府的放任、传媒的偏见、经济的疲软，甚至画在门上大大的X符号，无一不在提醒克里米亚鞑靼人这样一个残酷的事实：他们是少数的不受欢迎者。与此同时，仍有超过5万克里米亚人因为出不起路费只好原地滞留。现在，鞑靼人和俄罗斯人之间的冲突渐渐平息，但克里米亚半岛的主导者仍是俄罗斯族人，鞑靼人只占克里米亚人口的12%。鞑靼人要面对的主要问题是，他们无法收回在被放逐之前拥有的土地。一些人在丛林中建造起一座座简易的由小石头堆建的棚屋，以此标明这是自己的财产。克里米亚地方当局把这些私自建屋的鞑靼人称为“占地者”，并多次警告说，“私自占有土地是一种犯罪行为，这可能会增加种族紧张局势。”争夺土地，复兴文化，克里米亚鞑靼人的回归之路何其漫长。,http://www.nfpeople.com/article/1353
【眼界】马来西亚的斋月,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,6月27日，马来西亚布城，一名伊斯兰教的工作人员利用望远镜进行“望月”（Rukyah），观察象征斋月开始的新月是否出现。斋月是指伊斯兰历的9月，斋月的开始和结束都以新月牙的出现为准。今年的斋月是从6月28日一路持续到7月27日，每天日出至日落期间，成年的穆斯林都严格把斋，不吃不喝。(图/Samsul Said), ,http://www.nfpeople.com/article/2514
【眼界】西班牙冬季面具狂欢游行,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,2月23日，来自西班牙和葡萄牙各地的民间团体聚集到西班牙奥维耶多，参加第七届冬季面具狂欢游行，展现各自的狂欢仪式，一个打扮成牛头怪的狂欢者抱起一个小孩加入其中。图/Eloy Alonso,   ,http://www.nfpeople.com/article/1054
眼界 | 西班牙,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,10月25日，西班牙马德里庆祝一年一度的放牧节，大约两千多只绵羊出现在首都中心，展示古老的游牧习俗。警方封锁马德里最繁华闹市区几条主要街道，在游客和居民好奇的目光注视下，羊群悠闲地逛街。, ,http://www.nfpeople.com/article/4773
眼界 | 俄罗斯,稿源：南方人物周刊  |  作者： 图/Dmitry Lovetsky  日期： 2018-01-03,3月15日，俄罗斯亚马尔-涅涅茨自治区，当地原住民庆祝“驯鹿牧民日”。这是涅涅茨族一年一度的传统节日，每年的今天，族人都会举行摔跤、跳高、驯鹿赛跑等比赛，比拼技能和勇气。涅涅茨人是俄罗斯原住民族群之一，以驯养驯鹿、捕鱼、狩猎为生。,摔跤比赛驯鹿雪橇上的涅涅茨人，背景是自治区南部的纳德姆市夕阳下的涅涅茨族妇女,http://www.nfpeople.com/article/3755
眼界 | 伊拉克 ​,稿源：南方人物周刊  |  作者： 图/Mohammed Salem  日期： 2018-01-03,11月29日，伊拉克摩苏尔，库尔德士兵从极端武装组织IS手中重新夺回Bashiqa镇，一名伊拉克女子返回被破坏的家中查看损失。, ,http://www.nfpeople.com/article/6361
眼界 | 英国,稿源：南方人物周刊  |  作者： 图/Luke MacGregor  日期： 2018-01-03,6月11日，伦敦威斯敏斯特大桥，人们参加一年一度的世界裸体骑自行车活动，倡导绿色出行，抗议“以车为中心”的城市文化。世界裸体骑自行车活动始于2004年，这一活动是为了抗议污染和过度依赖石油。, ,http://www.nfpeople.com/article/5702
【眼界】驯兽节,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,​7月5日，西班牙萨武塞多举办传统的驯兽节，一名男子奋力攀到野马身上。每年7月第一个周末，西班牙西北边的加利西亚地区会举办驯兽活动，人们在山坡上围堵、驯服野马，将它们赶进马圈并修剪鬃毛。这一节日已有四百多年历史。（图/Miguel Vidal）, ,http://www.nfpeople.com/article/2568
眼界 | 美国,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,8月14日，美国纽约，二战海军老兵夫妇Ray Williams和Ellie穿着水手服和护士服在时代广场接吻，重现“胜利日之吻”，纪念二战结束70周年并庆祝两人结婚70周年。, ,http://www.nfpeople.com/article/4523
图片故事 | 逃离缅北,稿源：南方人物周刊  |  作者： 图、文  Stamlee 编辑  方迎忠 郑洁  梁莹菲  日期： 2018-01-03,缅甸北部，与中国云南、西藏接壤，生活在这里的克钦人、果敢人与中国的汉族、景颇族同根同源，他们一部分人也有“过年”习俗。但显然，这个“年”，他们都很难过。,"家住云南中缅边境卡场镇的小客车司机赵师傅清楚地记得，2015年1月6日晚，有大约一百多名伐木工人和货车司机从缅甸那边跑了回来。那天晚上，小镇上的十多辆小客车和三轮车都用上了，运力还是不够。后来，从外地来了3辆大车，才把人送走。随后，他们连夜又去了腾冲的古永和滇滩……大约一周后，也是晚上，又有一百多人从卡场跑回中国。赵师傅听逃回来的人说，一起跑回来有一千多人，路上都跑散了。他们不敢走大路，听说靠南边相对安全些，走小路的话，离国内也近，所以就从卡场入境，还有的往猴桥方向去了。之后的日子里，陆续还有人回来。缅甸北部，与中国云南、西藏接壤，生活在这里的克钦人、果敢人与中国的汉族、景颇族同根同源，他们一部分人也有“过年”习俗。但显然，这个“年”，他们都很难过。自2015年1月15日起，克钦邦首府密支那西北的“缅玉重镇”帕敢一带，缅甸政府军与克钦独立军（KIA）开始了新一轮阵地争夺战。起因是新年之初，缅甸政府军在该邦发起打击非法采伐木材的行动，宣布抓捕了包括155名中国伐木工人，还缴获各种车辆767台。克钦独立军方面声称“要保护伐木工人”，进行了武力抵抗。其实，这只是2011年6月9日以来，双方几乎从未平息过的武装冲突的又一次延续。2月9日，缅甸果敢地区再次爆发激战。俗称“果敢王”的前缅甸掸邦第一特区主席彭家声销声匿迹5年后，以84岁高龄再次出山，重新集结果敢同盟军， 联合克钦独立军、德昂民族解放军、若开民族解放军、北掸邦军等地方武装组织，兵分多路,欲重新夺回果敢老街。之后，缅北战事全面升级，导致大量中国在缅北的务工人员和缅甸难民逃往我国境内避难。2015年1月3日，中国司机王华从卡场镇出发，前往七十多公里外的缅甸扎搭的深山运送木材。1月5日，他刚出森林料场不久，就隐约听到枪声。他不由自主地加快了车速。在有手机信号的地方，他给国内的老板打电话，才知道前几天，密支那那边已经出事了。王华是第三次跑这条线，车还是借了三十多万买的。听到枪声，他有些慌了，一不留神把车开进了路边的泥沟里，整个车成了侧翻状态，木料滚了一地，车的问题一下子解决不了，远处的枪声在响，隐约就觉得危险离自己越来越近。这里离国境线大约还有三十多公里，于是同行的3个人收拾了车上的钱和证件，弃车往回赶。天快亮时，他们还遇上几个从密支那逃出来的伐木工人。一起走了1天1夜才回到中国境内。从卡场去缅甸，会经过一个叫木嘎洋的难民营，附近的一条小河就是国界线，一旦有枪炮声，难民们就会跑到河这边的中国避难。据木嘎洋难民营的村长达嘎说，2011年，难民营在此落地，到2014年，这里已经住了五百多户人家，最近局势紧张，预计很快会超过600户。在上木里，一个正在走路回国的伐木工人，他叫排木，景颇族人。他也是1月4日从密支那一带的林场跑出来的，因为没办过边境通行证，又怕被“老缅”抓，所以没和工友一起走大路。他是穿越原始森林里走小路过来的，身上又没钱，已经走了整整二十多天，路过村寨时，就向寨子里的人讨点吃的。深入缅北的一路上，可以看到零散的林场和散落一地的木材，当地的缅人用半生的汉语加手势告诉我，砍树的中国人都跑回去了。而边境线附近，中国人开的木材加工厂里，也是空空荡荡。据当地一些木材商人说，如今，中缅边境的木材生意已经越来越难做了，主要就是缅北战事动荡，原料供应不稳定，好的货色更少。在盈江县，当地出租车司机甚至找不到“木料比较多的交易市场”。在盈江县的祥忠木材加工厂，老板正在裁员。他的工厂里原本有二十多个缅甸工人，都是办了边境务工通行证的。对于在缅北的缅甸人来说，能有中国老板做担保给他们办这样一个通行证光明正大在中国打工的话，那已经是最好的出路了，哪怕工资比中国工人少都行。但现在，没了原料，也就没活给他们干了，老板选了几个年轻壮实的工人让他们回去，“身体好，活路好找些。”老板面露无奈。一个叫貌敏都的工人蹲在门槛边看看我，傻笑着，转身去卷铺盖时，却哭了。旁边一个懂缅甸语也会讲汉语的妇女告诉我：“他们不想回去……”中缅边境线上散落着一百多个难民营。几十年来，由于历史的原因，克钦独立军、果敢同盟军以及地方民团武装与缅甸政府军之间冲突不断。男人们都在前线打仗，老人、女人、孩子随着难民的潮流，在四处飘泊中躲避着战乱。地方武装有各自的征兵方式，大致的征兵政策是男子如果不上学了，从13岁起就必须当兵，且终身不能退伍，即使以后不在军队里也只能算“休假”，有战事爆发就要马上回去；每户人家必须有至少一半子女参军；如果没有男子就招女兵。在姐洋难民营，42岁的汤兰是缅甸北部克钦军控制区的拉咱姐洋难民营的一名普通村妇，两个孩子的母亲。丈夫已经当兵7年，缅北连绵的战事让他很少回家。她是2009年随家人从果敢地区逃到姐洋难民营的。在难民营里，家家户户的情况都和她差不多，男人当兵在前线作战，一个女人带着几个孩子苦熬着等待停战；或者几个老人相伴度日如年；又或者是几个还未成年的兄弟相依为命；甚至是已经失去父母的孤儿吃着百家饭穿梭于窝棚之间。一个个蓝铁皮顶的窝棚，就是一个个没有男人的家。从卡场进缅甸，会经过一个叫木嘎洋的难民营。附近的一条小河就是国界线，一旦有枪炮声，难民们就会跑到河这边的中国避难，这里有中国边防军的巡逻队。这样的难民营沿着中缅的边境线大约有一百多个在这里做木材生意的大致流程是，中国商人到缅甸“买”山头，然后从国内找工人去砍伐，再用大型挖机修路，运回国内。缅甸至今没有像样的公路。“江心坡”是中国人修筑的一百多公里的山路，一路上跑着大马力卡车，在原始森林里运输，用它们最好准许中国人开采资源，给缅北地方武装带来巨大收益，于是缅北实际控制者——克钦军与中国老板签订了伐木协议，但缅甸政府并不承认其有效。这是近来缅北动乱的原因之一。这些大货车，多是货车司机举家贷款，花几十万买来的，一旦被卷入战乱，就意味着血本无归。2015年1月5日，货车司机王华从卡场镇出发，前往缅甸扎搭的深山。听到一阵枪声，他突然慌神，把车开进了泥沟里，车动不了，人先跑了回来这个叫洪空的男孩，只有18岁，因为会讲简单的汉语，被安排在检查站，向过路的中国货车司机收费。司机们都叫他山兵，但他说自己不是。他懂汉语，所以他知道中国的老百姓并不喜欢山兵中国盈江县的一家木材加工厂里二十多个缅甸工人，都有边境务工通行证，但没活可干。老板选了几个年轻壮实的工人，让他们回去，“身体好，回去活路好找些。”一个叫貌敏都的工人蹲在门槛边看着摄影师，傻笑着，转身去卷铺盖时，却哭了。一个懂缅语也会汉语的妇女说：“他们都不想回去……”“排木”，他是中国景颇族人。1月4日，排木从密支那一带的林场跑出来，因为没边境通行证，怕被“老缅”抓，所以他没和工友一起走大路，而是走原始森林里的小路。他已经走了整整20天，身上没钱，路过村寨时，就向寨子里的人讨点吃的。从山兵军营检查站出逃后，他就成了摄影师的向导。为了避免再遇上难缠的山兵，5个多小时，绕大路，过丛林、爬树藤、趟小河、穿铁丝网……杨多花（音译），43岁，丈夫不久前又被召回军队中，她拖着6个孩子躲在难民营中艰难度日多才（音译），9岁，父母亲两年前带着她来到难民营，之后她们外出就失去了联系。从学校回来，她就穿梭于窝棚之间，吃着百家饭生活着汤波央（音译），45岁，丈夫曾在军队中当兵6年，现外出打工，3个女儿都已经出嫁，她与母亲还有隔壁家阿婆相伴度日深入缅北的一路上，可以看到零散的林场和散落一地的木材，当地的缅人用半生的汉语加手势告诉我，砍树的中国人都跑回去了",http://www.nfpeople.com/article/3821
【眼界】英国的格拉斯顿伯里音乐节,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,6月29日，英国萨默塞特，英国国家芭蕾舞团的成员在格拉斯顿伯里音乐节上表演。格拉斯顿伯里音乐节是世界上规模最大的露天音乐节，由农场主迈克尔·艾维斯与吉恩·艾维斯于1970年创办。（图/Cathal McNaughton), ,http://www.nfpeople.com/article/2513
【眼界】匈牙利的特技飞行表演,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"5月1日，匈牙利首都布达佩斯，飞行员威尔斯(Zoltan Veres)驾驶MXS飞机在航空展中进行特技飞行表演，机翼上倒映着城市的景观。
 图/Laszlo Balogh", ,http://www.nfpeople.com/article/2035
眼界 | 美国,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,8月19日，美国纽约，游客在炮台公园内乘坐深海主题旋转木马。这座纽约客翘首以盼的旋转木马名为“SeaGlass Carousel”，共有30只造型可爱、色彩丰富的大型个性化鱼状坐骑。, ,http://www.nfpeople.com/article/4541
【眼界】西班牙庆祝胡里节,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,4月6日，巴塞罗那，人们抛洒彩色粉末，庆祝胡里节。胡里节又称洒红节、色彩节，是印度最受欢迎的春季节日之一，在欧洲同样非常流行。节日期间，人们互相泼洒彩色粉末庆祝春天的到来。图/Albert Gea, ,http://www.nfpeople.com/article/1685
【眼界】墨西哥服饰,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"墨西哥城，3名身着“帕丘卡\"（Pachuco）服饰的男子站在涂鸦墙前拍照。这种花衣墨西哥服饰的特点是上衣过膝、宽肩、裤肥大而裤口狭窄的阻特装，搭配时髦俏皮的鞋帽。在20世纪三四十年代的美国洛杉矶，墨西哥移民穿着这样的花衣是蔑视歧视的一种象征。这种传统在墨西哥延续下来，人们不只穿着帕丘卡服饰参加舞会，也会以这种打扮参加抗议墨西哥移民待遇问题的活动。
图/Henry Romero", ,http://www.nfpeople.com/article/1901
【图片故事】在非洲采矿,稿源：南方人物周刊  |  作者： 图/Sven Torfinn  文/图林  日期： 2018-01-03,反对者态度激烈，并警告那种为了中国投资者和少数非洲本地当权者的利益进行无情开采的活动。另一些人则认为，中国对非洲基础设施的投资正在改变非洲内陆一些最不发达地区，并为那些穷困潦倒的当地人带来可观的利益。,一个中国主管在谦比希铜矿的地下抽水站。所有的水在抽到地表之前都被聚集于此，在矿地的最低点中国人在非洲投资一直是个热门话题，但也引发了各种争议。反对者态度激烈，并警告那种为了中国投资者和少数非洲本地当权者的利益进行无情开采的活动。另一些人则认为，中国对非洲基础设施的投资正在改变非洲内陆一些最不发达地区，并为那些穷困潦倒的当地人带来可观的利益。中国现已成为非洲最大的贸易伙伴。过去10年间，在中国的帮助下，非洲的平均GDP增长达到5.5%，到2012年，已有高达2000亿美元的资产在中非之间自由流动。非洲对中国的出口贸易绝大部分为原材料，配合维持中国在经济繁荣时期庞大的基础设施工程建设和建筑工业运转。近年来，中国对原材料的需求已随着国民经济消费导向的增强而有所下降，但其在非洲的投资对很多国家的发展仍至关重要。赞比亚是中国在非洲密集投资的典型对象之一。中国在赞比亚的投资已经从2000年的1亿美元上涨到2012年的28亿美元，其中90%都被矿业部门吸收，用来发挥赞比亚丰富的铜、钴资源优势。赞比亚多党民主运动执政党曾希望2012年7.6%的GDP增长率能确保自身在大选中赢回选民的支持。目前已经在赞比亚开始生产的中国公司大概有7家，包括中国有色集团的谦比希铜矿、卢安夏铜矿、湿法冶炼厂以及火法冶炼厂等等，还有一些中国公司，主要是中小型私企，在西北省、铜带省和卢阿普拉省从事铜以及锰的探矿工作。赞比亚矿业、能源及水资源开发部副部长里察德•穆素库瓦（Richard Musukwa）指出：“与西方投资者相比，中国企业的确是后来者，但赞比亚政府非常珍视与中国公司的合作。我们很多的矿企遭遇困难， 但很多矿山在中国企业的帮助下，获得了可观的利润，即使在金融危机时，矿业生产也从未停止过，也没有裁员。这对赞比亚来说非常重要，我们希望中国企业能够保持并且加大对于赞比亚矿业的投资。”谦比希铜矿的隧道入口一位中国业务管理员在选矿机的控制室内，在这里铜矿石会被粉碎并被加工为精矿谦比希铜矿内的选矿机，在这里铜矿石会被粉碎并被加工为精矿中国主管和赞比亚旷工一同等待着去地下的谦比希铜矿在谦比希铜矿，卡车从开采隧道前往地表运输铜矿石一个中国灯笼挂在中色非洲矿业公司的墙上。背景中是一个新建的矿井绕组塔谦比希铜矿的中国员工宿舍中国员工们在基特维中国之家跳健身操中国员工们在基特维中国之家里打篮球，这是一个很安全的场所，可容纳所有谦比希铜矿的高级员工,http://www.nfpeople.com/article/1238
【眼界】乌克兰基辅,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,2月19日，乌克兰基辅，示威者与警方发生冲突之后的独立广场一片狼藉。18日，乌克兰警方对基辅独立广场展开清场行动，引发与示威者的流血冲突，造成28人死亡。2月23日，乌克兰议会通过决议，解除总统维克托·亚努科维奇职务，支持新任议长图尔奇诺夫任代总统。图/Olga Yakimovich,      ,http://www.nfpeople.com/article/1052
眼界 | 古巴,稿源：南方人物周刊  |  作者： 图/Alexandre Meneghini  日期： 2018-01-03,3月21日，古巴哈瓦那的国会大楼前，市民正等待美国总统奥巴马的访问，一名男子骑着高跷自行车带着古巴和美国的国旗从人群中经过。美国总统奥巴马自3月20日起对古巴进行为期3天的历史性访问，他是1928年以来第一位访问古巴的美国在任总统。, ,http://www.nfpeople.com/article/5319
眼界 | 印度,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,印度孟买，一名Mallakhambh老师给学生展示空中莲花坐姿。Mallakhamb是印度的传统体育项目，也称为印度体操或印度钢管舞，是一项将瑜伽动作与木杆和绳子完美结合的印度传统艺术。表演时，男孩一般使用木杆，女孩使用绳子。Mallakhamb表演将瑜伽、重心、平衡与协调演绎到极致。, ,http://www.nfpeople.com/article/4286
【眼界】婚礼,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,3月23日，巴西首都巴西利亚，78对新婚夫妇参加了在共和国国家博物馆举行的一场集体婚礼，新娘们在婚礼前合影。（图/Ueslei Marcelino）, ,http://www.nfpeople.com/article/2347
眼界 | 巴西,稿源：南方人物周刊  |  作者： 图/Sebastiao Moreira  日期： 2018-01-03,3月13日，巴西圣保罗，超过140万名抗议者在保利斯塔大道参加示威游行，要求总统罗塞夫下台。受巴西经济衰退及石油公司腐败丑闻影响，巴西总统罗塞夫的支持率已从当选时的55%降至8%。巴西政府公布的数据显示，2015年巴西国内生产总值（GDP）下跌3.8%，为1981年以来最大跌幅。, ,http://www.nfpeople.com/article/5286
【眼界】丹麦,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,2月9日，丹麦哥本哈根，哥本哈根动物园处死一头名叫“马里乌斯”（Marius）的近亲繁殖的雄性长颈鹿，并公开邀请参观者观看该长颈鹿遭肢解后喂狮子的过程,丹麦2月9日，丹麦哥本哈根，哥本哈根动物园处死一头名叫“马里乌斯”（Marius）的近亲繁殖的雄性长颈鹿，并公开邀请参观者观看该长颈鹿遭肢解后喂狮子的过程。尽管园方声称此举是因为欧洲动物园和水族馆协会规定不得近亲繁殖，处死该长颈鹿是为了防止近亲交配和保持基因多样性，不过这样的举动还是遭到以动物权利组织为首的各界强烈谴责。图/Kasper Palsnov玻利维亚2月8日，玻利维亚巴利维安省，一群牛被困在洪水中。因连日强降雨导致玻利维亚洪水肆虐，造成了38人死亡。图/David Mercado美国美国旧金山，晚霞映照下的金门大桥，弥漫的浓雾逐渐湮没了大桥的南塔。旧金山市的地标性建筑金门大桥于1937年5月通车，大桥全长2737.4米，桥塔高117.4米，为世界第四高大桥。图/Dave Gordon,http://www.nfpeople.com/article/1312
图片故事 | 蒙古草原上的黄金羊绒,稿源：南方人物周刊  |  作者： 文  Laurence Ogiela  日期： 2018-01-03,蒙古草原上的,蒙古共和国的大草原腹部，运输路线上荒无人烟，但押运货车的队伍全副武装，让人忍不住想一探究竟。车上运输的并非什么光彩夺目的珠宝，而是20吨未加工的喀什米尔羊绒。这些羊绒同黄金一样珍贵，是世界上最昂贵的纤维，这辆车的货物总价值超过80万美元。蒙古是继中国之后的世界第二大喀什米尔羊绒出产国。喀什米尔羊绒也是该国的第三大支柱产业，排在前两位的分别是铜和黄金。喀什米尔山羊生长在蒙古和中国内蒙古自治区境内的沙漠性高原上。它们同藏羚羊是近亲，同属山羊科，体形不大，经过寒风冷冽的冬天，它们才能长出保暖性和柔软性都无与伦比的羊绒。喀什米尔山羊正濒临灭绝，50年前就已被列为受保护动物，这使得蒙古和中国能够享有这种稀有而需求量巨大的资源的专有生产权。中国和蒙古每年能够提供的喀什米尔原毛分别是1.5万吨和4500吨，分别约占其全球生产量的70%和21%。埃尔登•苏卡巴达尔是蒙古国达朗扎德克省的一名饲养主。“羊的胁部和腹部上的毛质量最好，其次是颈部和腿上的羊绒。每只山羊平均出产200到250克羊绒。”说话时，他正舒服地坐在蒙古包内，手里端着杯奶茶，“我想要增加山羊的数量，但是现在草原的畜养能力已经被过度耗费，土地沙漠化越来越严重。”他的牧场距离首都乌兰巴托一千多公里，如果把羊绒运到首都卖给加工厂，运输距离太远，费用高昂，所以就出现了一些收购商，他们负责收购羊绒球，并将其运到批发商那里。批发市场位于乌兰巴托以西30公里，仓库沿着公路整齐排列，有专人看守，不断有卡车进出，卸载昂贵的“黄金羊绒”。穿着运动外套的巴亚尔玛•比昂马警惕地查看着运送来的原毛。每天有20吨喀什米尔羊绒进入这位批发商的仓库。“羊绒运到的时候是脏的，布满灰尘。有时候，一些饲养主为了增加重量，会掺入石块。羊绒平均收购价格为每公斤40美元，但是时常有弄虚作假的事情发生。我会随机抽取一些袋子，然后称一称重量，并检查羊绒的质量。” 蒙古各省基本上都出产喀什米尔羊绒，羊绒的收获时间根据各省位置从4月一直持续到8月。根据年份、数量和收获质量的不同，羊绒的市场价格会发生变化。如果碰上暖冬，山羊出产的羊绒就会锐减。如果冬季太过寒冷，山羊就会由于缺乏植物而死亡。在这两种情况下，喀什米尔羊绒的市场价格就会飞涨。巴亚尔玛曾经是数学老师，1992年开始做起了喀什米尔羊绒生意，靠着羊绒发家致富，年收入高达40万美元。蒙古国每年出产4500吨羊绒，其中有800吨由中间人经手，卖给乌兰巴托的工厂。盖尤纺织厂的工程师尤卡娜•萨朗果告诉我们：“喀什米尔羊绒是一种角质纤维，非常精细，即使是专家也很难用肉眼将喀什米尔羊绒同牦牛、骆驼或是美利诺羊身上的毛区别开。事实上，很多工厂会将喀什米尔羊绒同丝绸或是棉花混合，然后以‘100%喀什米尔羊绒’的名义出售。对于谎称使用喀什米尔羊绒的品牌，喀什米尔和骆驼毛生产协会（CCMI）会定期进行查处。该协会聚集了所有世界大牌生产商。2006年，CCMI曾要求60万件伪劣的毛衣退出日本市场。”喀什米尔羊绒制品属于奢侈品，虽然说大部分的喀什米尔制品是由中国生产的，但是其高端产品却出自意大利、苏格兰和尼泊尔。不少大品牌更喜欢以80美元/公斤的价格购买经过处理的干净羊绒，然后自己来根据服装的需要进行纺织。如果一件高品质的毛衣平均价格为450欧，那么一件手工织就并加以刺绣的披肩价格可以达到4350欧。但是对于很多人而言，喀什米尔羊绒无可比拟的柔软性是无价的。埃尔登·苏卡巴达尔将羊蹄固定住，然后用金属制的梳子小心梳理山羊的羊绒喀什米尔羊绒是一种珍贵稀有的资源。蒙古因为过度畜牧引起的沙漠化问题，喀什米尔山羊的数量呈下降趋势喀什米尔羊绒的采集都是人工作业，饲养主一般都从祖辈那里习得手艺。4月到8月间，全家人都要参与采收羊绒羊绒加工的第一步就是手工筛选。这些工人无一例外都是女性，通过颜色（棕色、米黄或淡灰色）和长度对羊绒进行分类喀什米尔羊绒非常珍贵，工人先分别编织毛衣或是披肩的各个部分，然后将它们一片片地缝制在一起，这样可以减少原材料的损失一名蒙古模特展示喀什米尔羊绒服装。大部分的喀什米尔羊绒制品是在中国生产的，一些蒙古设计师也开始崭露头角，但高端产品都是由意大利、苏格兰和尼泊尔出产的,http://www.nfpeople.com/article/4744
【眼界】风暴,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,7月4日，热带风暴亚瑟(Arthur)增强至飓风，在美国北卡罗来纳州登陆。由于遭受飓风侵袭，很多计划在美国国庆假期前往北卡罗来纳州度假的人们不得不放弃行程，而被迫滞留当地的居民则面临狂风暴雨以及由此引发的其他灾害的挑战。, ,http://www.nfpeople.com/article/2566
