标题,来源,概要,内容,链接
在路上 | 纽伦堡，纯真又沧桑,稿源：南方人物周刊  |  作者： 图、文  李乃清  日期： 2018-01-03,列车傍晚驶离纽伦堡时，古城天空呈现出一抹奇诡的蓝色，想起来了，那是德国画家卡斯帕·大卫·弗里德里希笔下的蓝色，纯真又沧桑，夜空沉郁如谜。,列车由肃穆的北德一路南下，草绿了、天蓝了、太阳亮了，红瓦顶的小木屋和远处城堡映入眼帘，童话里的公主仿佛就要从森林里跃出来似的…… 从火车站出来，穿过古城门便进入纽伦堡老城。蜿蜒而过的佩格尼茨河赋予城市灵气，中世纪时，纽伦堡已是精密仪器的制造中心。市集广场东面，圣母教堂的塔式钟楼内置有一座音乐钟，正午时分，耳畔传来清脆乐声，钟内小人奏起乐器，7位长袍大臣依次走出，向正中皇帝朝拜，引来孩子们好奇欣喜的目光。 穿梭于老城街巷，沿路雅趣小店随处可见红颜绿色的“胡桃夹子”，琳琅满目的圣诞树、小天使，仿佛每天都在庆祝圣诞。市集广场北侧的市政厅曾被德国作家霍夫曼写入童话故事《胡桃夹子与老鼠王》，圣诞夜发生的这则故事，后被柴可夫斯基谱成芭蕾舞剧《胡桃夹子》而名扬天下。 早在15世纪末，纽伦堡的文化已颇为活跃，连一向瞧不起德国的威尼斯商人也对它刮目相看：“德国所有城市都是瞎子，惟有纽伦堡用一只眼睛在看东西。” 纽伦堡市中心的玩具博物馆，不仅馆藏数量惊人，且跨越年代久远，最早可追溯至中世纪。一楼陈列早期稚拙可人的积木，二楼摆满令男孩神往的小火车，迷你尺寸只有火柴盒四分之一却五脏俱全，大型套装光铁轨就能铺陈一整间儿童房，三楼林林总总的布娃娃和惟妙惟肖的“过家家”勾起女孩们的梦幻想象……若世上真有一座纯真博物馆，那便是这里。 踱步向北，老远便看见丢勒的铜像。沿“丢勒街”前行抵达“丢勒广场”，拐角便是丢勒故居。典型的中世纪3层小楼，进门有幅丢勒28岁时的自画像，神情坚毅，昔年颇为时髦的长发均匀地拖至肩头，画家将自己描绘成一个俊美的、相信自己天才和使命的人物。生于纽伦堡的丢勒，堪称日耳曼民族的旷世奇才，他精通金银手艺、版画及油画，熟知解剖学，创立筑城学理论，还是个作家。 在故居二楼画室，人们可以看到丢勒那些用工匠的手、诗人的心灵和哲学家的头脑镌刻而成的铜版画的制作过程。展厅最后一间内室空荡荡的，墙上只挂有基督受难十字架和丢勒母亲的画像，寂寥的烛台仿佛诉说着天才的悲剧：人们常将那幅《忧郁》看作丢勒的精神自画像，内心苦闷的画家1528年死于肝气郁结。丢勒故居隔壁是皇帝堡入口，历史上，纽伦堡曾是“德意志民族神圣罗马帝国”皇帝直辖的统治中心城市，正因如此，希特勒选择这里作为第三帝国总部。“郊外有个纳粹党大会遗址，很诡异的地方，但很有意思！”年轻的西班牙朋友极力推荐。 怪兽般阴冷灰暗的大铁盒里，各国游客穿梭于一间间黑黢黢的展室，墙上呈现“第三帝国兴亡”的历史影像，直指希特勒的“恐怖”与“宣传”：排除异己、禁止言论自由、煽动民族主义，希特勒在纽伦堡完成了他的独裁之路。这里到处是他的像章和画像，《我的奋斗》更在当时成为婚姻登记处派送的新婚礼物。 每年秋季以盛大排场在纽伦堡举行的党大会，并非党代表齐聚一堂共同商讨方案，那只是一种规模浩大的列队集会，有且只有希特勒一人发表演说，他自己则根本不听别人讲话。好走极端是这个战争狂人的一贯作风。1939年8月，“帝国元帅”戈林曾向他建议：“我们就不必孤注一掷了吧？”希特勒答道：“我有生以来总是孤注一掷！” 纽伦堡在纳粹德国时代风光无限，也因此沦为后来盟军重点轰炸的对象，颇具中世纪古风的城市被夷为平地，战后虽得以重建，亦不复当年风采。 列车傍晚驶离纽伦堡时，古城天空呈现出一抹奇诡的蓝色，想起来了，那是德国画家卡斯帕·大卫·弗里德里希笔下的蓝色，纯真又沧桑，夜空沉郁如谜。 1.纽伦堡玩具博物馆 地址：Karlstr.13-15 电话：＋49 9112313164 开放时间：周二至周五10：00至17:00；周六、日10：00至18：00 交通路线：36路巴士，Weintraubengasse 2.纳粹党大会遗址 地址：Bayernstr.110 电话：＋49 9112315666 开放时间：周一至周五 9：00至18:00；周六、日10：00至18：00交通路线：36路／55路／65路巴士，Doku-Zentrum 玩具博物馆里的“办家家”馆藏纽伦堡老城区的傍晚纳粹党大会遗址博物馆外观副本丢勒故居外观丢勒故居里的展室丢勒的画室,http://www.nfpeople.com/article/6107
异人 | 挨顿鞭子治治病,稿源：南方人物周刊  |  作者： 文 詹青云 / 编辑 翁倩  日期： 2018-01-03,“第二天，我伤痕累累地醒来，发现自己一点都不想碰冰箱里那些伏特加了”,西伯利亚心理学家玛丽娜·恰可罗娃鞭打疗法是玛丽娜的杀手锏老话讲，周瑜打黄盖，一个愿打、一个愿挨。现在，有人把黄盖情非得已的“苦肉计”变成了收费项目，希望前来享受鞭苔的人，也还真不少。接受服务前，顾客可以选择是要手杖还是鞭子，趴上治疗台后，就会有人拿出选好的家伙，一下一下，用力打患者裸露的臀部。鞭打过程非常人性化，节奏快慢、力道大小可以任君选择，要是不舒服，顾客还能随时叫停；如果选择了继续，那么再哭叫谩骂，服务也会按部就班地完成。这并非什么特殊服务，而是西伯利亚心理学家玛丽娜•恰可罗娃（Marina Chukhrova）用来治疗心理疾病的方法。疗效似乎不错。玛丽娜为酗酒者提供的药方，是每个疗程30至60次鞭笞，凭着这个药方，屡次戒酒不成的尤里终于过上了无酒生活。“第一次鞭打确实痛苦，我骂骂咧咧地挨了30鞭子，”不过治疗确实立竿见影，尤里挺满意，“第二天，我伤痕累累地醒来，发现自己一点都不想碰冰箱里那些伏特加了。”到今天，尤里已经戒酒一年多了。同样受益于这种疗法的还有女孩娜塔莎。她的前男友是个瘾君子，并因吸毒而死，是“疼痛疗法”救了她一命。她每个疗程都要来玛丽娜这里挨60鞭子。过程尽管痛苦，但对娜塔莎而言，痛苦来得格外舒服。“每受一鞭子，我都能感觉到后背火辣的疼痛，全身颤抖，觉得自己快要忍受不下去了，但当医生问我要不要继续时，我都会选择继续下去，”娜塔莎说，“治疗结束时，我会大汗淋漓，浑身伤痕，沮丧至极。”肉体的痛苦带来的是心理上的反思。这个一度吸毒的女孩觉得，鞭笞带来的，是她对吸毒经历的悔恨——吸毒，无异自杀。不过，治疗也给患者带来过生活中的困扰。尤里的酒瘾是戒了，可是与女朋友的感情出了问题，“她看见我屁股上的伤痕，怀疑我有被虐癖，甚至去拜访了一家提供虐恋服务的机构。”玛丽娜的治疗渐为人知，酗酒者、吸毒者甚至性成瘾者纷至沓来。这个西伯利亚女博士不仅接诊了来自俄罗斯的人，甚至还有美国患者专程赶来。玛丽娜说，这些做某事成瘾的人，背后有个共同的生理原因，就是被称作快乐激素的“内啡肽”分泌不足，使得患者不得不依靠这些坏习惯得到些许快感。“鞭打带来的痛苦会使大脑分泌内啡肽，从而缓解因缺乏这种激素带来的酗酒等问题，”玛丽娜说，“尽管有些同行并不赞成，但是起码，疼痛能缓解压力嘛。”而且，治疗可能没你想象中那么残暴——为了患者的安全和健康考虑，玛丽娜的治疗只有鞭子和手杖可选，而惟一能鞭打的地方也只有臀部。不少专业的心理医生对此持怀疑态度，尽管病人们觉得受益匪浅。“这只不过是‘厌恶疗法’，用疼痛带来的恐惧让患者远离之前的习惯，”另一位心理医生说，“与其让患者逃避，为什么不用平和点的办法，比如针灸、运动、吃点巧克力呢？”鞭打疗法其实是玛丽娜最后的“杀手锏”，如果是吃吃巧克力、来两次针灸就能解决的问题，她断然不会拿出鞭子。毕竟，“要是温和的办法管用，谁会拿出鞭子手杖来！”,http://www.nfpeople.com/article/3074
【酷品】雪铁龙 × Benefit,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,雪铁龙与彩妆Benefit跨界碰撞，即将推出DS3 Dsign By Benefit和DS3 Dstyle By Benefit 两款车型，前者采用红宝石金属漆搭配白色车顶和后视镜（创意来自 benefit 广告中随处可见的红唇），后者则以睫毛膏“they're real!”（大名鼎鼎的“以真乱假睫毛膏”）为设计灵感，搭配金属灰与专属橘。配置上，Dsign和Dstyle 排量分别是1.2L和1.6L，共同点是专门设计的内饰，包括脚垫在内的细节也都有专门的考虑。,   ,http://www.nfpeople.com/article/2043
酷品 | 摇摇床,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师 Mkloker设计了一款私有云模型 1.2（Private Cloud Model 1.2）床，它符合人体工学设计，可以将你摇进梦乡，让你摇回天真岁月。, ,http://www.nfpeople.com/article/7145
酷品 | Volve XC90,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,还未上市的沃尔沃XC90，在今年的红点设计大奖上脱颖而出，夺得至尊奖。它遵循北欧风格的外观设计，完成了XC90设计史上最大一次变革，安全稳定方面也得到提升。, ,http://www.nfpeople.com/article/3885
酷品 | 牛粪餐具,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,意大利农民Gianantonio在自家农场里饲养了超过三千头奶牛，每天处理它们重达10万公斤的排泄物就深深地困扰了他。经过钻研，他发现排完甲烷和尿素的牛粪风干后，可以和粘土混合，这种新型材料的可塑性不比家具陶器的质感差。想着想着，农场主转型成为牛粪设计师，在皮亚琴察创建了一个博物馆，并获得了米兰设计周的创意大奖。图为用经过处理的牛粪制造的餐具。,,http://www.nfpeople.com/article/6920
【酷品】智能手语 翻译器,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Jeon Sung-Su和Ku Ja-Yun的作品，能利用肌电位测定传感器、陀螺仪传感器及距离传感器对接收到的信号进行综合判断，从而解读手语。在患有听觉障碍的人和不懂手语的人说话时，此翻译器就能翻译手语，再以语音的方式传达给非障碍者。除此之外，它还能将信号以文本、数据的形式显示在非障碍者的智能手机上。,  ,http://www.nfpeople.com/article/1067
酷品 | 彩虹花洒,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,意大利卫浴品牌Cristina推出一款名为Dynamo的彩虹花洒，配置了彩色Led 灯圈，颜色可随心情调节，使洗澡更具情趣。Dynamo 也体现了节能环保的理念，内置涡轮机，利用水流产生的动力发电。, ,http://www.nfpeople.com/article/3179
【酷品】Nike限量版Mercurial Vapor IX CR7,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Nike近日推出一款特别限量版球鞋Mercurial Vapor IX CR7，以纪念 C 罗在上赛季斩获俱乐部200球并荣膺金球奖的殊荣。这款足球鞋鞋身为人造皮革材质，以极简白色为主调，配以黑色logo及内衬，金色鞋底更是彰显了C罗王者之气。, ,http://www.nfpeople.com/article/1914
酷品 | 耳环耳机,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,这款外观就是一副耳环的The hEARbud耳机，即使在竞争激烈的耳机界，也绝对算得上独一无二。它出自加拿大设计师 Boris Matas 之手，耳垂前部和普通耳环的佩戴方式相同，它可以连接耳机，不听音乐也可以和其他耳坠搭配。遥控放置在耳后，手指可通过触碰调整音量大小、选择歌曲。,,http://www.nfpeople.com/article/3653
酷品 | 隐藏的时间,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,韩国设计师Jiwoong Jung设计的Hidden Time（隐藏的时间）腕表，将时间刻度印在玻璃表盘上，让佩戴者更直观地感受到时间的流逝。, ,http://www.nfpeople.com/article/5488
酷品 | 变形茶壶,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Joey Roth近日在个人网站发布了升级版Sorapot 2。新茶壶依旧由不锈钢、耐热玻璃和食品级硅材质构成，外观上，壶嘴变成了三角形，底座相较原来也变得更宽，提升了稳定性，且更具立体感。使用时，从一侧将茶壶打开倒入茶叶，在将茶壶恢复原状之后，从壶嘴倒入热水冲泡。, ,http://www.nfpeople.com/article/3181
酷品 | 飞利浦DesignLine LED电视,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,这款由飞利浦2013年推出的智能电视，拿下了近日颁布的2014红点设计大奖。它外观现代、简约，没有可见的框架或支撑，看起来更像一块方形玻璃片。内建Wi-Fi，支持带指向功能和内建键盘的遥控器。通过Philips MyRemote应用，其能接收或向笔记本、平板和智能手机无线传递流媒体内容。即使处于关闭状态，黑色屏幕下方仍覆盖着一个发黑处理的渐变色玻璃。, ,http://www.nfpeople.com/article/3027
酷品 | 自行车跑步机,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,没有链条、没有脚踏板，中间由四根绳子牵引座椅，悬在空中。这款自行车跑步机得益于它独有的“骨盆悬浮系统”和弹簧拱架，能支撑人体90％的重量，让使用者实现无重力跑步，也是关节炎患者、受伤运动员和老年人的极佳选择。, ,http://www.nfpeople.com/article/6713
【酷品】蓝牙小物防丢器,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,TrackR bravo，一个声称同类产品中最轻薄小巧的蓝牙物品防丢器。金属材质外壳，仅有一元硬币大小，可以系在钥匙串、钱包、手机、平板电脑等容易丢失的物品上。找不到时，可通过手机App定位物品的具体位置，还能显示物件与你相隔的距离。它还能双向寻找，按一下上面的“ring device”按键，手机就会响铃（即使手机调到静音也会响），从而让你迅速找到手机。售价：29美元。, ,http://www.nfpeople.com/article/2500
【酷品】流水音乐盒,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,印度设计师Ujwal设计的这个流水音乐盒Swonar，通过循环系统让水流不停地在内部流淌，被高高扬起又跌落的水流，通过石头上无数细小的发声装置，创造出美妙的自然之音。用户还可以通过按钮调节出水速度，创造出多种变化。, ,http://www.nfpeople.com/article/2287
在路上 | 卡萨布兰卡午后,稿源：南方人物周刊  |  作者： ​文  刘子超  日期： 2018-01-03,在这里，人们对卡萨布兰卡的固有印象，或多或少地重现了。窗外，哈桑二世清真寺，正在北非的午后闪闪发光。,对于像我这样第一次去摩洛哥的人来说，卡萨布兰卡是那种此前惟一听说过、并且执意要去看看的地方。尽管那些去过一次摩洛哥的人都说，卡萨布兰卡没什么意思，与其去卡萨布兰卡，不如去丹吉尔、菲斯、马拉喀什，或者去阿特拉斯山徒步，去撒哈拉沙漠骑骆驼。他们还进一步举出例证：那部由亨弗莱·鲍嘉和英格丽·褒曼出演的同名电影，是在好莱坞的摄影棚拍的，和现实中的卡萨布兰卡并没什么关系。但我想，这终究是一种博学的无趣，如此旅行不免反受其累。相比之下，我倒是更欣赏李·察德（Lee Child）小说里的杰克·李奇。他选择去一个地方，仅仅因为那地方的名字好听。他在无人的小站下车，在名字好听但仅有三四条街道的小镇游逛一圈，自得其乐。里克咖啡馆卡萨布兰卡的名字相当动听，尽管在漫长的岁月里，这儿一直是海盗横行的港口。据说，由于海盗常常攻击葡萄牙商船，忍无可忍的葡萄牙人终于一举攻占了此地。他们管这里叫“卡萨布兰卡”，在葡萄牙语中，是“白色房子”的意思。在老城区麦地那，依然有当地人居住的白色房子，其间夹杂着店铺和土黄色的清真寺。熙熙攘攘的人群，穿梭在小摊小贩之间，大部分是阿拉伯人和柏柏尔人，也有穿着艳丽服饰的西非女人。一个身材瘦高的塞内加尔小伙子在兜售假名牌手表。“从广州进的货，”他直言不讳。在这里，你能看到中国小商品市场里的全套货物，堪称全球化贸易的缩影。我还遇到一个福建晋江的姑娘，来卡萨布兰卡考察拖鞋市场，打算推出自主品牌。不过，在堆积如山的干果店里，在卖袍子的铺子里，在摆着大圆面包和蝴蝶结形状甜品的柜台上，依然可以看到阿拉伯世界的繁盛。相比菲斯和马拉喀什的麦地那，卡萨布兰卡的老城只能说小得可怜，也缺乏纵横交错的小巷。1830年，这里才不过八百多人口，自然形成不了中世纪的老城。这大概就是很多人觉得卡萨布兰卡没有“景点”的原因。但当你走出麦地那淡黄色的围墙，就会有趣地发现自己置身于一座充满时间感和衰败感的“欧洲”城市。那些笔直宽敞的呈辐射状的大道统统被称为“boulevard”。两旁是典型的法式拱廊，充斥着换汇的店铺、私人诊所和咖啡馆。每根柱子旁都坐着擦皮鞋的小贩，花上3块钱，就能让你脚下那双被老城弄得风尘仆仆的皮鞋焕然一新。咖啡馆里的法式咖啡相当不错——卡萨布兰卡人早就习惯了法国人带来的饮料，只有在更传统的内陆地区，阿拉伯人的薄荷茶才大行其道——茶里加了过多的方糖，味道如同高露洁牙膏。哈桑二世清真寺殖民时代的建筑散落在城市里，夹杂着已显破旧的公寓。卫星电视的接收器伸向天空，从大西洋刮来的海风吹拂着又高又直的橡胶树。经过一条以圣埃克苏佩里命名的大道，我才想起这位《小王子》的作者曾作为飞行员在卡萨布兰卡驻扎过。他在附近的小酒馆里消磨过大把时光，而这家小酒馆依然健在，一副无精打采的样子，没有因为作家的造访变成“景点”。变成景点的是里克咖啡馆——一个美国外交官仿造电影《卡萨布兰卡》里的同名咖啡馆而建，被出租车司机们戏称为“游客都爱去的地方”：高高的穹顶，复古的装饰，洁白的餐巾，还有打着领结的服务生。背景音乐是《时光流逝》，电影在二楼的屏幕上循环播放。菜品过于平庸，但是咖啡馆里还是坐了不少前来怀旧的游客，仰慕这里的气氛和环境。在这里，人们对卡萨布兰卡的固有印象，或多或少地重现了。窗外，哈桑二世清真寺，正在北非的午后闪闪发光。,http://www.nfpeople.com/article/5854
酷品 | McLaren全新亚洲版,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,McLaren日前推出一款亚洲版超级跑车625C，这是该品牌首次针对特定区域打造跑车。625C在设计上与McLaren 625S一脉相承，不论汽车版本还是引擎（3.8L 双涡轮增压 V8 发动机），配置都相同。625C的最高时速为333km，比625S稍弱，但3.1s的百米加速时间仍旧十分不错。仅在香港发售。, ,http://www.nfpeople.com/article/2955
酷品 | 江诗丹顿 父亲节限量手表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,​江诗丹顿近日推出了限量款Historiques历史名作系列American 1921。和普通版相同，父亲节限量款也是枕形表款，表冠位于右上角，表壳直径为40mm，铂金材质。搭配4400 AS手动上链机芯，震频28800次/小时，动力储存为65小时。,江诗丹顿近日推出了限量款Historiques历史名作系列American 1921。和普通版相同，父亲节限量款也是枕形表款，表冠位于右上角，表壳直径为40mm，铂金材质。搭配4400 AS手动上链机芯，震频28800次/小时，动力储存为65小时。,http://www.nfpeople.com/article/7087
酷品 | 篮球概念自行车,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Tomislav Zvonaric出于对篮球和乔丹的热爱，设计了这款名为Mikecycle的概念自行车。牛角造型的车把向公牛队致敬；J造型的轮胎设计极富乔丹时代的特色，车梁处还设计了篮球位。车身采用碳纤维材质，保证了精巧度；同时增加了实用设计，比如专门放置手机的区域等。, ,http://www.nfpeople.com/article/2860
酷品 | 纸造车,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"英国伯明翰模型创意公司LaserCut近日在NEC上展出了折纸版雷克萨斯IS 。设计师用激光切割技术，削出1700块10mm厚的折纸版，按照号码，用水性木材胶水组装而成。它与真车大小一致，车舱配置、前大灯等要素一一具备，极尽精致和美观。
不可思议的是，这辆车纸质外表下隐藏了金属框架的电动机，可驾驶。", ,http://www.nfpeople.com/article/4713
酷品 | 百年灵联名宾利腕表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"百年灵为欧陆GT3打造的这款计时腕表，采用纯黑钛金属表壳，外形硬朗，红绿色搭配的49 mm碳纤维表盘则有点赛车仪表盘的味道。百年灵为其定制的双显时系统也是一大看点，除中央60分钟累计计时器外，表中还设有一个60分钟/12小时组合累计计时器，这将让佩戴者获得长于1小时的计时功能。
此外，GT3搭载了自家的27B型机芯，自动上弦，弧面蓝宝石表镜经过双面防眩处理，刻着“Continental GT3”字样的橡胶表带则高调宣示了宾利的运动基因。全球限量500枚。", ,http://www.nfpeople.com/article/4707
酷品 | 腕带手机,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,​这款飞利浦Fluid手机很像科幻电影中的道具，卷曲起来是一条灵活的腕带，伸直的时候就是电话。, ,http://www.nfpeople.com/article/6784
酷品 | 朗格腕表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,德国品牌朗格一直以“打造全球最杰出钟表”为目标，以推动萨克森地区发展、弘扬其传统文化为使命。今年，朗格于上海举办《工匠的故乡：镜头下的德国萨克森暨朗格精密制表展》，透过摄影师逄小威八十余幅萨克森主题摄影作品与朗格五大系列的四十余枚腕表作品，呈现萨克森文明和朗格千丝万缕的关系。,德国品牌朗格一直以“打造全球最杰出钟表”为目标，以推动萨克森地区发展、弘扬其传统文化为使命。今年，朗格于上海举办《工匠的故乡：镜头下的德国萨克森暨朗格精密制表展》，透过摄影师逄小威八十余幅萨克森主题摄影作品与朗格五大系列的四十余枚腕表作品，呈现萨克森文明和朗格千丝万缕的关系。,http://www.nfpeople.com/article/7052
酷品 | kSafe,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,想吃零食，才刚吃完饭；想玩游戏，工作还没做完……怎么办，就是手贱！kSafe配合APP，输入想要完成的任务，任务完成后盒子才能打开。, ,http://www.nfpeople.com/article/3882
【酷品】致敬经典闹钟,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Heath Ceramics联手House Industries打造了Stencil系列壁钟，其设计灵感源于19世纪法国及美国大兵的壁钟模板。House Industries设计师以简单经典的壁钟轮廓搭配充满复古线条的数字字体，表达对往昔经典的追思与致敬。包括成型、打磨在内的一系列制作过程则由Heath Ceramic负责完成。, ,http://www.nfpeople.com/article/1913
酷品 | 两条腿的椅子,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,这款Mono椅子由一块铝板弯曲塑形打磨而成，它的整体思路是椅子服务于人又依赖于人。你必须找到最舒适的坐姿，将膝盖弯曲成90度，这时分布在腿上的压力将达到最小。, ,http://www.nfpeople.com/article/6568
酷品 | 玛莎拉蒂敞篷跑车,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,玛莎拉蒂近日推出了GranCabrio MC百年纪念版敞篷跑车，配备了460马力4.7升V8自然吸气式发动机。它将单阻尼率减振器作为标准装备，提高了车辆的运动感，又保持了舒适性。MC-Auto换档则提供了一系列休闲驾驶功能，即使在更具运动风格的驾驶条件下，也能使驾控充满乐趣。, ,http://www.nfpeople.com/article/3335
酷品 | 唱歌的鲸鱼,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,假如钢琴没了击弦机会变成怎样？波兰设计师Robert Majkut 设计了这架皇家数码钢琴Whaletone，用数字键盘取代击弦机。它的造型源于设计师一个关于鲸鱼的梦。Robert Majkut 真的将鲸鱼造型运用在了钢琴造型上，鲸鱼出水的顺畅动作宛若钢琴细腻悠扬的声音。这架三角数码钢琴内部配备无噪音扬声器，支持MIDI输入和输出。USB和耳机插口还可以进行无声模式播放。售价：11万美元。, ,http://www.nfpeople.com/article/5644
酷品 | 辉光管手表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,生活中最常见的辉光放电应用，是五彩斑斓的霓虹灯。不过像NIWA团队这样把它用在手表上，却并不多见。设计师选择了最强劲的手机电池来为它供电，同时手表内部安装了陀螺仪传感器，抬起手腕时，它会以时、分、秒的顺序显示时间。, ,http://www.nfpeople.com/article/6710
J12 飞行陀飞轮腕表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Channel与爱彼表厂（Audemars Piguet）制表大师Renaud&Papi携手合作推出Première飞行陀飞轮腕表后，将机芯升级搭载至J12，设计出全新香奈儿J12腕表。除了既有的珐琅彩绘表现手法外，J12更加入了珍珠母贝雕刻与23K黄金精雕工艺，立体化的呈现将品牌的腕表精髓发扬光大, ,http://www.nfpeople.com/article/1376
健康 | 秋天出生心情好，冬天出生寿命长,稿源：南方人物周刊  |  作者： 文 游识猷 / 编辑 翁倩  日期： 2018-01-03,占卜师喜欢说，出生的“年月日时分”会影响性格，不过，研究从没发现这些占卜师坚称存在的“差异”。季节流转，随之变化的诸多因素，光照、食物、流行疾病、平均温度和污染物浓度，倒也许会影响准妈妈孕期的经历，改,占卜师喜欢说，出生的“年月日时分”会影响性格，不过，研究从没发现这些占卜师坚称存在的“差异”。季节流转，随之变化的诸多因素，光照、食物、流行疾病、平均温度和污染物浓度，倒也许会影响准妈妈孕期的经历，改变小宝宝出生后的遭遇，肇因就此深埋，直到后来某日，科学家循着草蛇灰线，算出大把数据，然后说，何不一起研究下出生的季节？ 在北半球，春季通常是3至5月，夏季是6至8月，秋季是9到11月，冬季则从12月直到来年2月。秋季出生的孩子最多，寒风加上假期，给了人们紧紧依偎的机会和理由。秋天出生的孩子最不抑郁，可能是母亲孕期大部分时间拥有漫长日照，于是褪黑素血清素五羟色胺一直高企。凛冬将至，欲造人否？,http://www.nfpeople.com/article/3075
酷品 | 书写时间,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Anura Rafael设计的同名钢笔腕表，平时用来写字，拆下笔杆就变成了腕表。它的外观特色鲜明，自带特殊表盘，内部含有 472 个零件，使用三排会滚动的数字代替时针和分针。腕表末端还有一个跳字式一分钟陀飞轮，用于抵抗地心引力，让走时更加准确。售价为245000瑞士法郎，约合人民币 1715686 元。,设计师Anura Rafael设计的同名钢笔腕表，平时用来写字，拆下笔杆就变成了腕表。它的外观特色鲜明，自带特殊表盘，内部含有 472 个零件，使用三排会滚动的数字代替时针和分针。腕表末端还有一个跳字式一分钟陀飞轮，用于抵抗地心引力，让走时更加准确。售价为245000瑞士法郎，约合人民币 1715686 元。,http://www.nfpeople.com/article/7054
酷品 | 折叠烛台,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,韩国设计师Pilsoo Han为一间专门研究新材料的工作室——SOFT PAPER设计了一款可以DIY的折叠烛台。它使用柔性钢做材料，利用传统折纸技术，结合现代数字构图，构成上窄下宽的筒状结构，结合处有一条垂直狭缝，小小的钢片可以穿进去，既起到连接作用，还可以做手柄。, ,http://www.nfpeople.com/article/5755
酷品 | 饥饿盘子,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,世界粮食计划署找到迪拜设计师Bauer Raoul、Joy John mulloor、Ratheesh R 和罗马尼亚图形艺术家Vlad Tănăsescu，共同打造了一组饥饿盘子（Hunger Plate），由他们希望能既简单又有效地提醒人们，“你们每吃完一餐，在其他国家就有数百万人正在挨饿。”, ,http://www.nfpeople.com/article/6526
酷品 | 大理石扩音器,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,OVO是Monitillo Marmi用卡拉拉大理石制作而成的苹果扩音器，通过精心挑选整块石头，再慢慢地精准去除，利用CNC技术加工。凹糟能放置iPhone 5或iPhone 6，利用数学公式，将声音放大至最优化。, ,http://www.nfpeople.com/article/3378
酷品 | 晃一晃就能切歌,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,B&O近日发布了便携式蓝牙音箱P2，这次它加入了防尘防溅功能，能被带去诸如海边、泳池等地方。275g的重量保证了它可以轻松放入背包或口袋中。它还取消了机身的控制按键，只需双击或晃动，便可在播放、暂停、切换歌曲等功能之间转换。售价120美元（约合人民币828元）。, ,http://www.nfpeople.com/article/6947
酷品 | 魔术边桌,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师John Bauer用3mm的压克立，打造出晶莹剔透又有足够承重力的边桌，外形就像一块孤零零悬浮的桌布。摆放家中，定能成为视觉焦点之一。, ,http://www.nfpeople.com/article/2822
